城市,日期,aqi指数,首要污染物,空气质量
桂林,2020-01-07,52,-,良
桂林,2020-01-08,42,-,优
桂林,2020-01-09,72,PM2.5,良
桂林,2020-01-10,62,PM2.5,良
梧州,2020-01-04,89,-,良
梧州,2020-01-05,42,-,优
梧州,2020-01-06,33,-,优
梧州,2020-01-07,40,-,优
梧州,2020-01-08,39,-,优
梧州,2020-01-09,53,PM2.5,良
梧州,2020-01-10,60,PM2.5,良
贺州,2020-01-04,91,-,良
贺州,2020-01-05,97,-,良
贺州,2020-01-06,57,-,良
贺州,2020-01-07,42,-,优
贺州,2020-01-08,43,-,优
贺州,2020-01-09,46,-,优
贺州,2020-01-10,51,-,良
贵港,2020-01-04,39,-,优
贵港,2020-01-05,43,-,优
贵港,2020-01-06,33,-,优
贵港,2020-01-07,40,-,优
贵港,2020-01-08,78,PM2.5,良
贵港,2020-01-09,65,PM2.5,良
贵港,2020-01-10,64,PM2.5,良
玉林,2020-01-04,56,-,良
玉林,2020-01-05,44,-,优
玉林,2020-01-06,35,-,优
玉林,2020-01-07,46,-,优
玉林,2020-01-08,45,-,优
玉林,2020-01-09,62,PM2.5,良
玉林,2020-01-10,52,-,良
百色,2020-01-04,33,-,优
百色,2020-01-05,38,-,优
百色,2020-01-06,39,-,优
百色,2020-01-07,49,-,优
百色,2020-01-08,64,PM2.5,良
百色,2020-01-09,64,PM2.5,良
百色,2020-01-10,55,-,良
钦州,2020-01-04,40,-,优
钦州,2020-01-05,40,-,优
钦州,2020-01-06,32,-,优
钦州,2020-01-07,44,-,优
钦州,2020-01-08,70,PM2.5,良
钦州,2020-01-09,67,PM2.5,良
钦州,2020-01-10,60,PM2.5,良
河池,2020-01-04,36,-,优
河池,2020-01-05,42,-,优
河池,2020-01-06,34,-,优
河池,2020-01-07,45,-,优
河池,2020-01-08,70,PM2.5,良
河池,2020-01-09,65,PM2.5,良
河池,2020-01-10,64,-,良
北海,2020-01-04,43,-,优
北海,2020-01-05,41,-,优
北海,2020-01-06,36,-,优
北海,2020-01-07,45,-,优
北海,2020-01-08,69,PM2.5,良
北海,2020-01-09,64,PM2.5,良
北海,2020-01-10,60,-,良
防城港,2020-01-04,41,-,优
防城港,2020-01-05,42,-,优
防城港,2020-01-06,34,-,优
防城港,2020-01-07,44,-,优
防城港,2020-01-08,60,PM2.5,良
防城港,2020-01-09,58,PM2.5,良
防城港,2020-01-10,57,-,良
海口,2020-01-04,47,-,优
海口,2020-01-05,48,-,优
海口,2020-01-06,47,-,优
海口,2020-01-07,15,-,优
海口,2020-01-08,46,-,优
海口,2020-01-09,70,-,良
海口,2020-01-10,57,-,良
三亚,2020-01-04,35,-,优
三亚,2020-01-05,33,-,优
三亚,2020-01-06,34,-,优
三亚,2020-01-07,40,-,优
三亚,2020-01-08,10,-,优
三亚,2020-01-09,66,-,良
三亚,2020-01-10,51,-,良
东方,2020-01-04,38,-,优
东方,2020-01-05,39,-,优
东方,2020-01-06,39,-,优
东方,2020-01-07,43,-,优
东方,2020-01-08,11,-,优
东方,2020-01-09,64,-,良
东方,2020-01-10,48,-,优
临高,2020-01-04,37,-,优
临高,2020-01-05,36,-,优
临高,2020-01-06,35,-,优
临高,2020-01-07,42,-,优
临高,2020-01-08,31,-,优
临高,2020-01-09,66,-,良
临高,2020-01-10,55,-,良
澄迈,2020-01-04,36,-,优
澄迈,2020-01-05,35,-,优
澄迈,2020-01-06,34,-,优
澄迈,2020-01-07,41,-,优
澄迈,2020-01-08,21,-,优
澄迈,2020-01-09,73,-,良
澄迈,2020-01-10,51,-,良
儋州,2020-01-04,35,-,优
儋州,2020-01-05,32,-,优
儋州,2020-01-06,32,-,优
儋州,2020-01-07,43,-,优
儋州,2020-01-08,20,-,优
儋州,2020-01-09,70,-,良
儋州,2020-01-10,46,-,优
昌江,2020-01-04,34,-,优
昌江,2020-01-05,34,-,优
昌江,2020-01-06,37,-,优
昌江,2020-01-07,44,-,优
昌江,2020-01-08,12,-,优
昌江,2020-01-09,65,-,良
昌江,2020-01-10,47,-,优
白沙,2020-01-04,35,-,优
白沙,2020-01-05,33,-,优
白沙,2020-01-06,33,-,优
白沙,2020-01-07,43,-,优
白沙,2020-01-08,14,-,优
白沙,2020-01-09,70,-,良
白沙,2020-01-10,47,-,优
琼中,2020-01-04,34,-,优
琼中,2020-01-05,32,-,优
琼中,2020-01-06,33,-,优
琼中,2020-01-07,41,-,优
琼中,2020-01-08,11,-,优
琼中,2020-01-09,65,-,良
琼中,2020-01-10,45,-,优
定安,2020-01-04,35,-,优
定安,2020-01-05,34,-,优
定安,2020-01-06,33,-,优
定安,2020-01-07,39,-,优
定安,2020-01-08,21,-,优
定安,2020-01-09,71,-,良
定安,2020-01-10,50,-,优
屯昌,2020-01-04,34,-,优
屯昌,2020-01-05,31,-,优
屯昌,2020-01-06,32,-,优
屯昌,2020-01-07,40,-,优
屯昌,2020-01-08,13,-,优
屯昌,2020-01-09,70,-,良
屯昌,2020-01-10,46,-,优
琼海,2020-01-04,35,-,优
琼海,2020-01-05,33,-,优
琼海,2020-01-06,33,-,优
琼海,2020-01-07,39,-,优
琼海,2020-01-08,14,-,优
琼海,2020-01-09,65,-,良
琼海,2020-01-10,50,-,优
文昌,2020-01-04,35,-,优
文昌,2020-01-05,33,-,优
文昌,2020-01-06,34,-,优
文昌,2020-01-07,38,-,优
文昌,2020-01-08,15,-,优
文昌,2020-01-09,66,-,良
文昌,2020-01-10,50,-,优
保亭,2020-01-04,35,-,优
保亭,2020-01-05,31,-,优
保亭,2020-01-06,33,-,优
保亭,2020-01-07,40,-,优
保亭,2020-01-08,15,-,优
保亭,2020-01-09,61,-,良
保亭,2020-01-10,47,-,优
万宁,2020-01-04,35,-,优
万宁,2020-01-05,34,-,优
万宁,2020-01-06,35,-,优
万宁,2020-01-07,38,-,优
万宁,2020-01-08,13,-,优
万宁,2020-01-09,65,-,良
万宁,2020-01-10,54,-,良
陵水,2020-01-04,35,-,优
陵水,2020-01-05,33,-,优
陵水,2020-01-06,35,-,优
陵水,2020-01-07,40,-,优
陵水,2020-01-08,12,-,优
陵水,2020-01-09,67,-,良
陵水,2020-01-10,51,-,良
乐东,2020-01-04,36,-,优
乐东,2020-01-05,33,-,优
乐东,2020-01-06,34,-,优
乐东,2020-01-07,40,-,优
乐东,2020-01-08,13,-,优
乐东,2020-01-09,60,-,良
乐东,2020-01-10,48,-,优
五指山,2020-01-04,36,-,优
五指山,2020-01-05,32,-,优
五指山,2020-01-06,33,-,优
五指山,2020-01-07,40,-,优
五指山,2020-01-08,10,-,优
五指山,2020-01-09,60,-,良
五指山,2020-01-10,48,-,优
三沙,2020-01-04,35,-,优
三沙,2020-01-05,33,-,优
三沙,2020-01-06,34,-,优
三沙,2020-01-07,40,-,优
三沙,2020-01-08,12,-,优
三沙,2020-01-09,66,-,良
三沙,2020-01-10,51,-,良
香港,2020-01-04,62,-,良
香港,2020-01-05,44,-,优
香港,2020-01-06,40,-,优
香港,2020-01-07,42,-,优
香港,2020-01-08,31,-,优
香港,2020-01-09,55,-,良
香港,2020-01-10,60,-,良
澳门,2020-01-04,70,-,良
澳门,2020-01-05,43,-,优
澳门,2020-01-06,39,-,优
澳门,2020-01-07,44,-,优
澳门,2020-01-08,43,-,优
澳门,2020-01-09,53,-,良
澳门,2020-01-10,61,-,良
台北,2020-01-04,35,-,优
台北,2020-01-05,35,-,优
台北,2020-01-06,42,-,优
台北,2020-01-07,40,-,优
台北,2020-01-08,50,-,优
台北,2020-01-09,49,-,优
台北,2020-01-10,48,-,优
高雄,2020-01-04,41,-,优
高雄,2020-01-05,39,-,优
高雄,2020-01-06,41,-,优
高雄,2020-01-07,40,-,优
高雄,2020-01-08,48,-,优
高雄,2020-01-09,57,-,良
高雄,2020-01-10,50,-,优
台中,2020-01-04,34,-,优
台中,2020-01-05,36,-,优
台中,2020-01-06,38,-,优
台中,2020-01-07,40,-,优
台中,2020-01-08,45,-,优
台中,2020-01-09,46,-,优
台中,2020-01-10,45,-,优
